timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1741289963522,681,14 Register Request,201,CREATED,User Thread Group 1-5,text,true,,220,275,136,136,http://localhost:8080/authentication/register,681,0,33
1741289963537,651,14 Register Request,201,CREATED,User Thread Group 1-19,text,true,,220,284,135,135,http://localhost:8080/authentication/register,651,0,18
1741289963522,680,14 Register Request,201,CREATED,User Thread Group 1-15,text,true,,220,297,136,136,http://localhost:8080/authentication/register,680,0,33
1741289963520,668,14 Register Request,201,CREATED,User Thread Group 1-11,text,true,,220,283,135,135,http://localhost:8080/authentication/register,668,0,35
1741289963547,764,14 Register Request,201,CREATED,User Thread Group 1-20,text,true,,220,287,147,147,http://localhost:8080/authentication/register,764,0,9
1741289963521,941,14 Register Request,201,CREATED,User Thread Group 1-14,text,true,,220,290,162,162,http://localhost:8080/authentication/register,940,0,34
1741289963521,953,14 Register Request,201,CREATED,User Thread Group 1-17,text,true,,220,297,163,163,http://localhost:8080/authentication/register,953,0,44
1741289963520,964,14 Register Request,201,CREATED,User Thread Group 1-10,text,true,,220,269,164,164,http://localhost:8080/authentication/register,964,0,40
1741289963519,994,14 Register Request,201,CREATED,User Thread Group 1-12,text,true,,220,295,167,167,http://localhost:8080/authentication/register,994,0,36
1741289963520,999,14 Register Request,201,CREATED,User Thread Group 1-4,text,true,,220,278,168,168,http://localhost:8080/authentication/register,999,0,39
1741289963588,997,14 Register Request,201,CREATED,User Thread Group 1-25,text,true,,220,301,174,174,http://localhost:8080/authentication/register,997,0,1
1741289963521,1109,14 Register Request,201,CREATED,User Thread Group 1-6,text,true,,220,275,179,179,http://localhost:8080/authentication/register,1109,0,35
1741289963520,1363,14 Register Request,201,CREATED,User Thread Group 1-2,text,true,,220,282,204,204,http://localhost:8080/authentication/register,1363,0,36
1741289963519,1375,14 Register Request,201,CREATED,User Thread Group 1-9,text,true,,220,276,205,205,http://localhost:8080/authentication/register,1375,0,36
1741289963521,1377,14 Register Request,201,CREATED,User Thread Group 1-7,text,true,,220,274,206,206,http://localhost:8080/authentication/register,1377,0,36
1741289963520,1381,14 Register Request,201,CREATED,User Thread Group 1-13,text,true,,220,268,206,206,http://localhost:8080/authentication/register,1381,0,35
1741289963521,1380,14 Register Request,201,CREATED,User Thread Group 1-3,text,true,,220,288,206,206,http://localhost:8080/authentication/register,1380,0,39
1741289963579,1488,14 Register Request,201,CREATED,User Thread Group 1-24,text,true,,220,290,223,223,http://localhost:8080/authentication/register,1488,0,1
1741289963564,1525,14 Register Request,201,CREATED,User Thread Group 1-21,text,true,,220,278,225,225,http://localhost:8080/authentication/register,1525,0,1
1741289963519,1602,14 Register Request,201,CREATED,User Thread Group 1-8,text,true,,220,296,228,228,http://localhost:8080/authentication/register,1602,0,36
1741289963570,1618,14 Register Request,201,CREATED,User Thread Group 1-22,text,true,,220,273,235,235,http://localhost:8080/authentication/register,1618,0,1
1741289963597,1647,14 Register Request,201,CREATED,User Thread Group 1-26,text,true,,220,291,240,240,http://localhost:8080/authentication/register,1647,0,1
1741289963785,1461,14 Register Request,201,CREATED,User Thread Group 1-45,text,true,,220,285,241,241,http://localhost:8080/authentication/register,1461,0,1
1741289963520,1910,14 Register Request,201,CREATED,User Thread Group 1-1,text,true,,220,298,259,259,http://localhost:8080/authentication/register,1910,0,35
1741289963668,1781,14 Register Request,201,CREATED,User Thread Group 1-33,text,true,,220,280,261,261,http://localhost:8080/authentication/register,1781,0,1
1741289963569,1916,14 Register Request,201,CREATED,User Thread Group 1-23,text,true,,220,286,264,264,http://localhost:8080/authentication/register,1916,0,1
1741289963619,1916,14 Register Request,201,CREATED,User Thread Group 1-28,text,true,,220,281,270,270,http://localhost:8080/authentication/register,1916,0,1
1741289963608,1967,14 Register Request,201,CREATED,User Thread Group 1-27,text,true,,220,286,274,274,http://localhost:8080/authentication/register,1967,0,1
1741289963637,1947,14 Register Request,201,CREATED,User Thread Group 1-30,text,true,,220,272,274,274,http://localhost:8080/authentication/register,1947,0,1
1741289963716,1898,14 Register Request,201,CREATED,User Thread Group 1-38,text,true,,220,280,277,277,http://localhost:8080/authentication/register,1898,0,1
1741289963519,2111,14 Register Request,201,CREATED,User Thread Group 1-16,text,true,,220,296,279,279,http://localhost:8080/authentication/register,2111,0,42
1741289963932,1712,14 Register Request,201,CREATED,User Thread Group 1-59,text,true,,220,291,280,280,http://localhost:8080/authentication/register,1712,0,0
1741289963838,1809,14 Register Request,201,CREATED,User Thread Group 1-50,text,true,,220,272,281,281,http://localhost:8080/authentication/register,1809,0,1
1741289963529,2255,14 Register Request,201,CREATED,User Thread Group 1-18,text,true,,220,293,294,294,http://localhost:8080/authentication/register,2255,0,27
1741289963626,2195,14 Register Request,201,CREATED,User Thread Group 1-29,text,true,,220,287,298,298,http://localhost:8080/authentication/register,2195,0,1
1741289963807,2051,14 Register Request,201,CREATED,User Thread Group 1-47,text,true,,220,289,302,302,http://localhost:8080/authentication/register,2051,0,0
1741289963649,2310,14 Register Request,201,CREATED,User Thread Group 1-31,text,true,,220,293,312,312,http://localhost:8080/authentication/register,2310,0,0
1741289964060,2046,14 Register Request,201,CREATED,User Thread Group 1-72,text,true,,220,275,327,327,http://localhost:8080/authentication/register,2046,0,0
1741289963737,2370,14 Register Request,201,CREATED,User Thread Group 1-40,text,true,,220,266,327,327,http://localhost:8080/authentication/register,2370,0,0
1741289963658,2575,14 Register Request,201,CREATED,User Thread Group 1-32,text,true,,220,275,339,339,http://localhost:8080/authentication/register,2575,0,1
1741289963696,2646,14 Register Request,201,CREATED,User Thread Group 1-36,text,true,,220,278,350,350,http://localhost:8080/authentication/register,2646,0,1
1741289963777,2584,14 Register Request,201,CREATED,User Thread Group 1-44,text,true,,220,291,352,352,http://localhost:8080/authentication/register,2584,0,1
1741289963686,2704,14 Register Request,201,CREATED,User Thread Group 1-35,text,true,,220,280,355,355,http://localhost:8080/authentication/register,2704,0,1
1741289963677,2732,14 Register Request,201,CREATED,User Thread Group 1-34,text,true,,220,270,357,357,http://localhost:8080/authentication/register,2732,0,1
1741289963707,2733,14 Register Request,201,CREATED,User Thread Group 1-37,text,true,,220,291,360,360,http://localhost:8080/authentication/register,2733,0,1
1741289963756,2686,14 Register Request,201,CREATED,User Thread Group 1-42,text,true,,220,285,360,360,http://localhost:8080/authentication/register,2686,0,1
1741289963731,2784,14 Register Request,201,CREATED,User Thread Group 1-39,text,true,,220,284,367,367,http://localhost:8080/authentication/register,2784,0,5
1741289964037,2529,14 Register Request,201,CREATED,User Thread Group 1-70,text,true,,220,273,373,373,http://localhost:8080/authentication/register,2529,0,0
1741289963767,2860,14 Register Request,201,CREATED,User Thread Group 1-43,text,true,,220,279,379,379,http://localhost:8080/authentication/register,2860,0,1
1741289963957,2683,14 Register Request,201,CREATED,User Thread Group 1-62,text,true,,220,272,380,380,http://localhost:8080/authentication/register,2683,0,0
1741289964167,2511,14 Register Request,201,CREATED,User Thread Group 1-83,text,true,,220,283,384,384,http://localhost:8080/authentication/register,2511,0,0
1741289963879,2885,14 Register Request,201,CREATED,User Thread Group 1-54,text,true,,220,287,392,392,http://localhost:8080/authentication/register,2885,0,0
1741289963971,2800,14 Register Request,201,CREATED,User Thread Group 1-63,text,true,,220,282,393,393,http://localhost:8080/authentication/register,2800,0,0
1741289964237,2557,14 Register Request,201,CREATED,User Thread Group 1-90,text,true,,220,269,395,395,http://localhost:8080/authentication/register,2557,0,1
1741289963828,3020,14 Register Request,201,CREATED,User Thread Group 1-49,text,true,,220,291,401,401,http://localhost:8080/authentication/register,3020,0,0
1741289963747,3115,14 Register Request,201,CREATED,User Thread Group 1-41,text,true,,220,296,402,402,http://localhost:8080/authentication/register,3115,0,2
1741289963796,3101,14 Register Request,201,CREATED,User Thread Group 1-46,text,true,,220,273,406,406,http://localhost:8080/authentication/register,3101,0,0
1741289964018,2962,14 Register Request,201,CREATED,User Thread Group 1-68,text,true,,220,283,414,414,http://localhost:8080/authentication/register,2962,0,1
1741289963887,3106,14 Register Request,201,CREATED,User Thread Group 1-55,text,true,,220,266,415,415,http://localhost:8080/authentication/register,3106,0,0
1741289963896,3204,14 Register Request,201,CREATED,User Thread Group 1-56,text,true,,220,286,426,426,http://localhost:8080/authentication/register,3203,0,1
1741289963857,3267,14 Register Request,201,CREATED,User Thread Group 1-52,text,true,,220,266,428,428,http://localhost:8080/authentication/register,3267,0,2
1741289964275,2861,14 Register Request,201,CREATED,User Thread Group 1-94,text,true,,220,295,430,430,http://localhost:8080/authentication/register,2861,0,1
1741289963947,3250,14 Register Request,201,CREATED,User Thread Group 1-61,text,true,,220,290,436,436,http://localhost:8080/authentication/register,3250,0,0
1741289963937,3323,14 Register Request,201,CREATED,User Thread Group 1-60,text,true,,220,284,442,442,http://localhost:8080/authentication/register,3323,0,1
1741289963866,3547,14 Register Request,201,CREATED,User Thread Group 1-53,text,true,,220,287,457,457,http://localhost:8080/authentication/register,3547,0,1
1741289963817,3674,14 Register Request,201,CREATED,User Thread Group 1-48,text,true,,220,290,465,465,http://localhost:8080/authentication/register,3674,0,0
1741289964316,3200,14 Register Request,201,CREATED,User Thread Group 1-98,text,true,,220,285,468,468,http://localhost:8080/authentication/register,3200,0,1
1741289964007,3562,14 Register Request,201,CREATED,User Thread Group 1-67,text,true,,220,284,473,473,http://localhost:8080/authentication/register,3562,0,0
1741289963997,3579,14 Register Request,201,CREATED,User Thread Group 1-66,text,true,,220,266,473,473,http://localhost:8080/authentication/register,3579,0,0
1741289963986,3623,14 Register Request,201,CREATED,User Thread Group 1-65,text,true,,220,281,477,477,http://localhost:8080/authentication/register,3623,0,2
1741289964476,3266,14 Register Request,201,CREATED,User Thread Group 1-114,text,true,,220,277,490,490,http://localhost:8080/authentication/register,3266,0,1
1741289963922,4013,14 Register Request,201,CREATED,User Thread Group 1-58,text,true,,220,278,509,509,http://localhost:8080/authentication/register,4013,0,0
1741289964119,3825,14 Register Request,201,CREATED,User Thread Group 1-78,text,true,,220,275,510,510,http://localhost:8080/authentication/register,3825,0,0
1741289964248,3699,14 Register Request,201,CREATED,User Thread Group 1-91,text,true,,220,288,511,511,http://localhost:8080/authentication/register,3699,0,3
1741289964496,3466,14 Register Request,201,CREATED,User Thread Group 1-116,text,true,,220,280,512,512,http://localhost:8080/authentication/register,3466,0,1
1741289964335,3638,14 Register Request,201,CREATED,User Thread Group 1-100,text,true,,220,289,513,513,http://localhost:8080/authentication/register,3638,0,1
1741289963847,4178,14 Register Request,201,CREATED,User Thread Group 1-51,text,true,,220,293,519,519,http://localhost:8080/authentication/register,4178,0,0
1741289964026,4013,14 Register Request,201,CREATED,User Thread Group 1-69,text,true,,220,274,520,520,http://localhost:8080/authentication/register,4013,0,1
1741289964515,3571,14 Register Request,201,CREATED,User Thread Group 1-118,text,true,,220,275,525,525,http://localhost:8080/authentication/register,3571,0,2
1741289964097,4010,14 Register Request,201,CREATED,User Thread Group 1-76,text,true,,220,286,527,527,http://localhost:8080/authentication/register,4010,0,1
1741289964068,4100,14 Register Request,201,CREATED,User Thread Group 1-73,text,true,,220,280,533,533,http://localhost:8080/authentication/register,4100,0,0
1741289963906,4280,14 Register Request,201,CREATED,User Thread Group 1-57,text,true,,220,278,535,535,http://localhost:8080/authentication/register,4280,0,1
1741289964287,3927,14 Register Request,201,CREATED,User Thread Group 1-95,text,true,,220,293,537,537,http://localhost:8080/authentication/register,3927,0,3
1741289964078,4139,14 Register Request,201,CREATED,User Thread Group 1-74,text,true,,220,287,538,538,http://localhost:8080/authentication/register,4139,0,0
1741289964156,4109,14 Register Request,201,CREATED,User Thread Group 1-82,text,true,,220,289,542,542,http://localhost:8080/authentication/register,4109,0,0
1741289964147,4223,14 Register Request,201,CREATED,User Thread Group 1-81,text,true,,220,277,553,553,http://localhost:8080/authentication/register,4223,0,0
1741289963977,4398,14 Register Request,201,CREATED,User Thread Group 1-64,text,true,,220,285,553,553,http://localhost:8080/authentication/register,4398,0,1
1741289964271,4108,14 Register Request,201,CREATED,User Thread Group 1-93,text,true,,220,288,554,554,http://localhost:8080/authentication/register,4108,0,1
1741289964045,4348,14 Register Request,201,CREATED,User Thread Group 1-71,text,true,,220,272,555,555,http://localhost:8080/authentication/register,4348,0,1
1741289964189,4466,14 Register Request,201,CREATED,User Thread Group 1-85,text,true,,220,284,581,581,http://localhost:8080/authentication/register,4466,0,1
1741289964220,4501,14 Register Request,201,CREATED,User Thread Group 1-88,text,true,,220,284,588,588,http://localhost:8080/authentication/register,4501,0,0
1741289964127,4668,14 Register Request,201,CREATED,User Thread Group 1-79,text,true,,220,275,596,596,http://localhost:8080/authentication/register,4668,0,0
1741289964646,4152,14 Register Request,201,CREATED,User Thread Group 1-131,text,true,,220,285,596,596,http://localhost:8080/authentication/register,4152,0,0
1741289964106,4761,14 Register Request,201,CREATED,User Thread Group 1-77,text,true,,220,284,603,603,http://localhost:8080/authentication/register,4761,0,1
1741289964136,4771,14 Register Request,201,CREATED,User Thread Group 1-80,text,true,,220,282,607,607,http://localhost:8080/authentication/register,4770,0,1
1741289964366,4652,14 Register Request,201,CREATED,User Thread Group 1-103,text,true,,220,283,618,618,http://localhost:8080/authentication/register,4652,0,1
1741289964377,4734,14 Register Request,201,CREATED,User Thread Group 1-104,text,true,,220,284,627,627,http://localhost:8080/authentication/register,4734,0,1
1741289964568,4550,14 Register Request,201,CREATED,User Thread Group 1-123,text,true,,220,275,628,628,http://localhost:8080/authentication/register,4550,0,1
1741289964736,4390,15 Login Request,200,OK,User Thread Group 1-11,text,true,,631,261,629,629,http://localhost:8080/authentication/login,4390,0,0
1741289964736,4389,15 Login Request,200,OK,User Thread Group 1-19,text,true,,641,257,629,629,http://localhost:8080/authentication/login,4389,0,0
1741289964736,4394,15 Login Request,200,OK,User Thread Group 1-15,text,true,,635,265,629,629,http://localhost:8080/authentication/login,4394,0,0
1741289964087,5050,14 Register Request,201,CREATED,User Thread Group 1-75,text,true,,220,281,630,630,http://localhost:8080/authentication/register,5050,0,0
1741289964176,5029,14 Register Request,201,CREATED,User Thread Group 1-84,text,true,,220,282,637,637,http://localhost:8080/authentication/register,5029,0,2
1741289964356,4863,14 Register Request,201,CREATED,User Thread Group 1-102,text,true,,220,295,638,638,http://localhost:8080/authentication/register,4863,0,0
1741289964627,4622,14 Register Request,201,CREATED,User Thread Group 1-129,text,true,,220,286,641,641,http://localhost:8080/authentication/register,4622,0,1
1741289964196,5072,14 Register Request,201,CREATED,User Thread Group 1-86,text,true,,220,295,643,643,http://localhost:8080/authentication/register,5072,0,1
1741289964305,5041,14 Register Request,201,CREATED,User Thread Group 1-97,text,true,,220,274,651,651,http://localhost:8080/authentication/register,5041,0,1
1741289964545,4814,14 Register Request,201,CREATED,User Thread Group 1-121,text,true,,220,287,652,652,http://localhost:8080/authentication/register,4814,0,1
1741289964416,5005,14 Register Request,201,CREATED,User Thread Group 1-108,text,true,,220,284,658,658,http://localhost:8080/authentication/register,5005,0,0
1741289964256,5216,14 Register Request,201,CREATED,User Thread Group 1-92,text,true,,220,271,663,663,http://localhost:8080/authentication/register,5216,0,0
1741289964209,5301,14 Register Request,201,CREATED,User Thread Group 1-87,text,true,,220,289,667,667,http://localhost:8080/authentication/register,5300,0,1
1741289964596,4919,14 Register Request,201,CREATED,User Thread Group 1-126,text,true,,220,287,667,667,http://localhost:8080/authentication/register,4919,0,1
1741289969637,21,16 Get Stock Prices Request,200,OK,User Thread Group 1-15,text,false,,400,594,682,682,http://localhost:8080/transaction/getStockPrices,21,0,0
1741289969638,33,16 Get Stock Prices Request,200,OK,User Thread Group 1-11,text,false,,400,590,682,682,http://localhost:8080/transaction/getStockPrices,32,0,0
1741289969638,45,16 Get Stock Prices Request,200,OK,User Thread Group 1-19,text,false,,400,600,682,682,http://localhost:8080/transaction/getStockPrices,45,0,0
1741289964696,5205,14 Register Request,201,CREATED,User Thread Group 1-136,text,true,,220,284,703,703,http://localhost:8080/authentication/register,5205,0,1
1741289964426,5486,14 Register Request,201,CREATED,User Thread Group 1-109,text,true,,220,280,704,704,http://localhost:8080/authentication/register,5486,0,0
1741289964386,5534,14 Register Request,201,CREATED,User Thread Group 1-105,text,true,,220,286,705,705,http://localhost:8080/authentication/register,5534,0,0
1741289964716,5211,14 Register Request,201,CREATED,User Thread Group 1-138,text,true,,220,273,706,706,http://localhost:8080/authentication/register,5211,0,1
1741289964456,5520,14 Register Request,201,CREATED,User Thread Group 1-112,text,true,,220,288,710,710,http://localhost:8080/authentication/register,5520,0,0
1741289964347,5644,14 Register Request,201,CREATED,User Thread Group 1-101,text,true,,220,276,712,712,http://localhost:8080/authentication/register,5644,0,0
1741289964436,5610,14 Register Request,201,CREATED,User Thread Group 1-110,text,true,,220,283,717,717,http://localhost:8080/authentication/register,5610,0,1
1741289964465,5624,14 Register Request,201,CREATED,User Thread Group 1-113,text,true,,220,287,722,722,http://localhost:8080/authentication/register,5624,0,1
1741289964226,5894,14 Register Request,201,CREATED,User Thread Group 1-89,text,true,,220,278,725,725,http://localhost:8080/authentication/register,5894,0,0
1741289964296,5848,14 Register Request,201,CREATED,User Thread Group 1-96,text,true,,220,282,727,727,http://localhost:8080/authentication/register,5848,0,1
1741289964396,5843,14 Register Request,201,CREATED,User Thread Group 1-106,text,true,,220,286,737,737,http://localhost:8080/authentication/register,5843,0,0
1741289964756,5488,14 Register Request,201,CREATED,User Thread Group 1-142,text,true,,220,277,737,737,http://localhost:8080/authentication/register,5488,0,1
1741289964405,6073,14 Register Request,201,CREATED,User Thread Group 1-107,text,true,,220,283,761,761,http://localhost:8080/authentication/register,6073,0,1
1741289964846,5656,14 Register Request,201,CREATED,User Thread Group 1-151,text,true,,220,297,763,763,http://localhost:8080/authentication/register,5656,0,1
1741289964325,6179,14 Register Request,201,CREATED,User Thread Group 1-99,text,true,,220,275,763,763,http://localhost:8080/authentication/register,6179,0,1
1741289964506,6068,14 Register Request,201,CREATED,User Thread Group 1-117,text,true,,220,287,770,770,http://localhost:8080/authentication/register,6068,0,0
1741289964886,5813,14 Register Request,201,CREATED,User Thread Group 1-155,text,true,,220,270,783,783,http://localhost:8080/authentication/register,5813,0,1
1741289964776,5964,14 Register Request,201,CREATED,User Thread Group 1-144,text,true,,220,271,787,787,http://localhost:8080/authentication/register,5964,0,1
1741289964576,6215,14 Register Request,201,CREATED,User Thread Group 1-124,text,true,,220,267,792,792,http://localhost:8080/authentication/register,6211,0,1
1741289964616,6222,14 Register Request,201,CREATED,User Thread Group 1-128,text,true,,220,288,797,797,http://localhost:8080/authentication/register,6222,0,2
1741289964527,6363,14 Register Request,201,CREATED,User Thread Group 1-119,text,true,,220,276,802,802,http://localhost:8080/authentication/register,6363,0,1
1741289964606,6287,14 Register Request,201,CREATED,User Thread Group 1-127,text,true,,220,283,802,802,http://localhost:8080/authentication/register,6287,0,1
1741289964446,6447,14 Register Request,201,CREATED,User Thread Group 1-111,text,true,,220,283,802,802,http://localhost:8080/authentication/register,6447,0,1
1741289964557,6362,14 Register Request,201,CREATED,User Thread Group 1-122,text,true,,220,274,805,805,http://localhost:8080/authentication/register,6362,0,0
1741289964876,6117,14 Register Request,201,CREATED,User Thread Group 1-154,text,true,,220,281,812,812,http://localhost:8080/authentication/register,6117,0,0
1741289965085,5908,15 Login Request,200,OK,User Thread Group 1-25,text,true,,641,270,812,812,http://localhost:8080/authentication/login,5908,0,0
1741289964736,6317,15 Login Request,200,OK,User Thread Group 1-5,text,true,,633,250,818,818,http://localhost:8080/authentication/login,6317,0,0
1741289964487,6623,14 Register Request,201,CREATED,User Thread Group 1-115,text,true,,220,270,824,824,http://localhost:8080/authentication/register,6623,0,0
1741289964587,6535,14 Register Request,201,CREATED,User Thread Group 1-125,text,true,,220,297,825,825,http://localhost:8080/authentication/register,6535,0,2
1741289965016,6233,14 Register Request,201,CREATED,User Thread Group 1-168,text,true,,220,275,838,838,http://localhost:8080/authentication/register,6233,0,0
1741289964948,6327,14 Register Request,201,CREATED,User Thread Group 1-161,text,true,,220,277,840,840,http://localhost:8080/authentication/register,6327,0,0
1741289964728,6674,14 Register Request,201,CREATED,User Thread Group 1-139,text,true,,220,300,853,853,http://localhost:8080/authentication/register,6674,0,0
1741289964636,6792,14 Register Request,201,CREATED,User Thread Group 1-130,text,true,,220,283,856,856,http://localhost:8080/authentication/register,6792,0,1
1741289964656,6800,14 Register Request,201,CREATED,User Thread Group 1-132,text,true,,220,273,859,859,http://localhost:8080/authentication/register,6800,0,1
1741289964977,6502,14 Register Request,201,CREATED,User Thread Group 1-164,text,true,,220,268,861,861,http://localhost:8080/authentication/register,6502,0,0
1741289964816,6677,14 Register Request,201,CREATED,User Thread Group 1-148,text,true,,220,277,862,862,http://localhost:8080/authentication/register,6677,0,0
1741289971493,14,16 Get Stock Prices Request,200,OK,User Thread Group 1-25,text,false,,400,600,864,864,http://localhost:8080/transaction/getStockPrices,14,0,0
1741289971554,9,16 Get Stock Prices Request,200,OK,User Thread Group 1-5,text,false,,400,592,868,868,http://localhost:8080/transaction/getStockPrices,9,0,0
1741289964536,7045,14 Register Request,201,CREATED,User Thread Group 1-120,text,true,,220,286,869,869,http://localhost:8080/authentication/register,7045,0,0
1741289965007,6586,14 Register Request,201,CREATED,User Thread Group 1-167,text,true,,220,287,870,870,http://localhost:8080/authentication/register,6586,0,1
1741289965383,6212,15 Login Request,200,OK,User Thread Group 1-2,text,true,,633,252,870,870,http://localhost:8080/authentication/login,6212,0,0
1741289964707,6897,14 Register Request,201,CREATED,User Thread Group 1-137,text,true,,220,296,871,871,http://localhost:8080/authentication/register,6897,0,1
1741289964812,6805,15 Login Request,200,OK,User Thread Group 1-20,text,true,,631,259,873,873,http://localhost:8080/authentication/login,6805,0,0
1741289964745,6875,14 Register Request,201,CREATED,User Thread Group 1-141,text,true,,220,268,873,873,http://localhost:8080/authentication/register,6874,0,1
1741289964739,6956,14 Register Request,201,CREATED,User Thread Group 1-140,text,true,,220,279,880,880,http://localhost:8080/authentication/register,6956,0,1
1741289964689,7183,14 Register Request,201,CREATED,User Thread Group 1-135,text,true,,220,281,898,898,http://localhost:8080/authentication/register,7183,0,1
1741289965166,6754,14 Register Request,201,CREATED,User Thread Group 1-183,text,true,,220,282,903,903,http://localhost:8080/authentication/register,6753,0,1
1741289965399,6521,15 Login Request,200,OK,User Thread Group 1-7,text,true,,635,247,903,903,http://localhost:8080/authentication/login,6521,0,0
1741289965256,6667,14 Register Request,201,CREATED,User Thread Group 1-192,text,true,,220,280,903,903,http://localhost:8080/authentication/register,6667,0,0
1741289964805,7179,14 Register Request,201,CREATED,User Thread Group 1-147,text,true,,220,279,909,909,http://localhost:8080/authentication/register,7179,0,1
1741289964667,7374,14 Register Request,201,CREATED,User Thread Group 1-133,text,true,,220,291,915,915,http://localhost:8080/authentication/register,7373,0,1
1741289964797,7255,14 Register Request,201,CREATED,User Thread Group 1-146,text,true,,220,295,916,916,http://localhost:8080/authentication/register,7255,0,1
1741289964826,7266,14 Register Request,201,CREATED,User Thread Group 1-149,text,true,,220,274,920,920,http://localhost:8080/authentication/register,7266,0,0
1741289964897,7202,14 Register Request,201,CREATED,User Thread Group 1-156,text,true,,220,284,921,921,http://localhost:8080/authentication/register,7202,0,0
1741289964985,7129,15 Login Request,200,OK,User Thread Group 1-10,text,true,,625,243,922,922,http://localhost:8080/authentication/login,7129,0,0
1741289972095,18,16 Get Stock Prices Request,200,OK,User Thread Group 1-2,text,false,,400,592,922,922,http://localhost:8080/transaction/getStockPrices,18,0,0
1741289964975,7153,15 Login Request,200,OK,User Thread Group 1-17,text,true,,636,266,923,923,http://localhost:8080/authentication/login,7153,0,0
1741289972117,23,16 Get Stock Prices Request,200,OK,User Thread Group 1-20,text,false,,400,590,924,924,http://localhost:8080/transaction/getStockPrices,23,0,0
1741289964859,7290,14 Register Request,201,CREATED,User Thread Group 1-152,text,true,,220,297,924,924,http://localhost:8080/authentication/register,7290,0,0
1741289965245,6987,14 Register Request,201,CREATED,User Thread Group 1-191,text,true,,220,283,932,932,http://localhost:8080/authentication/register,6987,0,1
1741289964766,7616,14 Register Request,201,CREATED,User Thread Group 1-143,text,true,,220,278,947,947,http://localhost:8080/authentication/register,7616,0,1
1741289972423,16,16 Get Stock Prices Request,200,OK,User Thread Group 1-7,text,false,,400,594,953,953,http://localhost:8080/transaction/getStockPrices,16,0,0
1741289964926,7518,14 Register Request,201,CREATED,User Thread Group 1-159,text,true,,220,283,952,952,http://localhost:8080/authentication/register,7518,0,1
1741289972614,22,16 Get Stock Prices Request,200,OK,User Thread Group 1-10,text,false,,400,584,972,972,http://localhost:8080/transaction/getStockPrices,22,0,0
1741289972627,20,16 Get Stock Prices Request,200,OK,User Thread Group 1-17,text,false,,400,595,972,972,http://localhost:8080/transaction/getStockPrices,20,0,0
1741289964963,7698,15 Login Request,200,OK,User Thread Group 1-14,text,true,,641,265,972,972,http://localhost:8080/authentication/login,7698,0,0
1741289964679,7986,14 Register Request,201,CREATED,User Thread Group 1-134,text,true,,220,294,972,972,http://localhost:8080/authentication/register,7986,0,0
1741289964995,7671,14 Register Request,201,CREATED,User Thread Group 1-166,text,true,,220,273,973,973,http://localhost:8080/authentication/register,7671,0,1
1741289965396,7271,14 Register Request,201,CREATED,User Thread Group 1-206,text,true,,220,296,973,973,http://localhost:8080/authentication/register,7271,0,0
1741289965025,7648,14 Register Request,201,CREATED,User Thread Group 1-169,text,true,,220,280,973,973,http://localhost:8080/authentication/register,7648,0,1
1741289965417,7260,14 Register Request,201,CREATED,User Thread Group 1-208,text,true,,220,279,974,974,http://localhost:8080/authentication/register,7260,0,1
1741289964866,7855,14 Register Request,201,CREATED,User Thread Group 1-153,text,true,,220,287,978,978,http://localhost:8080/authentication/register,7855,0,0
1741289965014,7705,15 Login Request,200,OK,User Thread Group 1-12,text,true,,636,265,978,978,http://localhost:8080/authentication/login,7704,0,0
1741289965022,7705,15 Login Request,200,OK,User Thread Group 1-4,text,true,,641,251,979,979,http://localhost:8080/authentication/login,7705,0,0
1741289965226,7573,14 Register Request,201,CREATED,User Thread Group 1-189,text,true,,220,272,986,986,http://localhost:8080/authentication/register,7572,0,0
1741289965069,7745,14 Register Request,201,CREATED,User Thread Group 1-173,text,true,,220,279,987,987,http://localhost:8080/authentication/register,7745,0,0
1741289965107,7739,14 Register Request,201,CREATED,User Thread Group 1-177,text,true,,220,272,990,990,http://localhost:8080/authentication/register,7738,0,1
1741289965426,7426,14 Register Request,201,CREATED,User Thread Group 1-209,text,true,,220,283,990,990,http://localhost:8080/authentication/register,7426,0,0
1741289965116,7898,14 Register Request,201,CREATED,User Thread Group 1-178,text,true,,220,282,990,990,http://localhost:8080/authentication/register,7898,0,4
1741289965086,7939,14 Register Request,201,CREATED,User Thread Group 1-175,text,true,,220,281,990,990,http://localhost:8080/authentication/register,7939,0,1
1741289964938,8150,14 Register Request,201,CREATED,User Thread Group 1-160,text,true,,220,280,990,990,http://localhost:8080/authentication/register,8150,0,1
1741289964916,8198,14 Register Request,201,CREATED,User Thread Group 1-158,text,true,,220,282,990,990,http://localhost:8080/authentication/register,8198,0,1
1741289964787,8329,14 Register Request,201,CREATED,User Thread Group 1-145,text,true,,220,270,990,990,http://localhost:8080/authentication/register,8329,0,1
1741289973161,18,16 Get Stock Prices Request,200,OK,User Thread Group 1-14,text,false,,400,600,990,990,http://localhost:8080/transaction/getStockPrices,18,0,0
1741289964956,8258,14 Register Request,201,CREATED,User Thread Group 1-162,text,true,,220,270,989,989,http://localhost:8080/authentication/register,8258,0,0
1741289964906,8312,14 Register Request,201,CREATED,User Thread Group 1-157,text,true,,220,271,989,989,http://localhost:8080/authentication/register,8312,0,0
